TF,RBP,event_id,shared_exact_events_in_pair,jaccard_similarity,tf_event_count,rbp_event_count,percent_of_tf_events,percent_of_rbp_events,tf_gene_id,tf_gene_name,tf_event_type,tf_experiments,tf_experiment_count,tf_dPSI_values,tf_p_values,tf_source_files,tf_row_count,rbp_gene_id,rbp_gene_name,rbp_event_type,rbp_experiments,rbp_experiment_count,rbp_dPSI_values,rbp_p_values,rbp_source_files,rbp_row_count,gene_id,gene_name,event_type
FKH,Cbp20,FBgn0001090;RI:X:18797331:18797469-18797655:18797687:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001090,FBgn0001090,RI,5_day,1,0.178028506,0.002997003,significant_splicing_events_tf - fkh.csv,1,FBgn0001090,FBgn0001090,RI,Cbp20_Fsn | Cbp20_dlg1 | Fsn | Pak,4,0.1171213404 | 0.1698457484 | 0.1767955677 | 0.1308680122,0.0384615385 | 0.0184815185 | 0.0174825175 | 0.0164835165,significant_splicing_events_rbp - Cbp20.csv,4,FBgn0001090,FBgn0001090,RI
FKH,Cbp20,FBgn0001098;AF:3R:23938555-23938623:23938770:23938555-23942594:23943101:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001098,FBgn0001098,AF,5_day,1,-0.039474064,0.0404595405,significant_splicing_events_tf - fkh.csv,1,FBgn0001098,FBgn0001098,AF,Fsn,1,0.1441952092,0.0214785215,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0001098,FBgn0001098,AF
FKH,Cbp20,FBgn0001125;AF:2L:1986105-1986797:1986955:1986105-1987585:1987758:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001125,FBgn0001125,AF,5_day,1,-0.0453190152,0.040959041,significant_splicing_events_tf - fkh.csv,1,FBgn0001125,FBgn0001125,AF,Fsn | dlg1,2,0.0952214878 | 0.1561261651,0.0354645355 | 0.0194805195,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0001125,FBgn0001125,AF
FKH,Cbp20,FBgn0001145;A3:X:11423072-11424270:11423072-11424282:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001145,FBgn0001145,A3,5_day,1,-0.6216144452,0.001998002,significant_splicing_events_tf - fkh.csv,1,FBgn0001145,FBgn0001145,A3,Cbp20 | Cbp20_dlg1,2,0.4381905306 | 0.4258067457,0.00999001 | 0.005994006,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0001145,FBgn0001145,A3
FKH,Cbp20,FBgn0001145;A3:X:11424103-11424265:11424103-11424282:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001145,FBgn0001145,A3,12hr | 5_day,2,-0.3319496993 | 0.5528828265,0.001998002 | 0.020979021,significant_splicing_events_tf - fkh.csv,2,FBgn0001145,FBgn0001145,A3,Cbp20_dlg1,1,-0.1389835323,0.0213120213,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0001145,FBgn0001145,A3
FKH,Cbp20,FBgn0001145;A3:X:11424103-11424270:11424103-11424282:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0001145,FBgn0001145,A3,14hr,1,-0.3030772268,0.0314685315,significant_splicing_events_tf - fkh.csv,1,FBgn0001145,FBgn0001145,A3,Cbp20_dlg1,1,-0.1876190582,0.018981019,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0001145,FBgn0001145,A3
FKH,Cbp20,FBgn0002921;RI:3R:20966398:20966613-20966805:20966899:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0002921,FBgn0002921,RI,5_day,1,0.3696277203,0.001998002,significant_splicing_events_tf - fkh.csv,1,FBgn0002921,FBgn0002921,RI,Fsn,1,-0.1754814915,0.026973027,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0002921,FBgn0002921,RI
FKH,Cbp20,FBgn0003074;RI:2R:8913433:8913570-8913710:8914069:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003074,FBgn0003074,RI,5_day,1,0.9012715938,0.0,significant_splicing_events_tf - fkh.csv,1,FBgn0003074,FBgn0003074,RI,Fsn | dlg1,2,-0.2748215939 | -0.2052723817,0.0064935065 | 0.023976024,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0003074,FBgn0003074,RI
FKH,Cbp20,FBgn0003360;AF:X:10782889-10784351:10784458:10782889-10786806:10786907:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003360,FBgn0003360,AF,5_day,1,0.7252521432,0.0,significant_splicing_events_tf - fkh.csv,1,FBgn0003360,FBgn0003360,AF,Pak,1,0.2631443189,0.005994006,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003360,FBgn0003360,AF
FKH,Cbp20,FBgn0003392;AL:X:15902332-15903790:15905068:15902332-15905774:15906716:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003392,FBgn0003392,AL,5_day,1,-0.0790991982,0.02997003,significant_splicing_events_tf - fkh.csv,1,FBgn0003392,FBgn0003392,AL,Fsn,1,-0.1296463214,0.047952048,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003392,FBgn0003392,AL
FKH,Cbp20,FBgn0003392;AL:X:15902332-15903790:15905667:15902332-15905774:15906252:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003392,FBgn0003392,AL,5_day,1,0.1298266207,0.008991009,significant_splicing_events_tf - fkh.csv,1,FBgn0003392,FBgn0003392,AL,Fsn,1,0.146126993,0.047952048,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003392,FBgn0003392,AL
FKH,Cbp20,FBgn0003392;SE:X:15899074-15899444:15899455-15901544:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003392,FBgn0003392,SE,5_day,1,0.0756869019,0.038961039,significant_splicing_events_tf - fkh.csv,1,FBgn0003392,FBgn0003392,SE,Fsn,1,0.0992392195,0.0382117882,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003392,FBgn0003392,SE
FKH,Cbp20,FBgn0003392;SE:X:15899455-15900255:15900260-15901544:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003392,FBgn0003392,SE,5_day,1,-0.0684107655,0.038961039,significant_splicing_events_tf - fkh.csv,1,FBgn0003392,FBgn0003392,SE,Cbp20_Fsn | Cbp20_dlg1 | Fsn,3,-0.1531830094 | -0.1109063958 | -0.12898628,0.023976024 | 0.0404595405 | 0.014985015,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0003392,FBgn0003392,SE
FKH,Cbp20,FBgn0003495;RI:3R:27066608:27066665-27066729:27066884:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003495,FBgn0003495,RI,5_day,1,-0.323256431,0.0454545455,significant_splicing_events_tf - fkh.csv,1,FBgn0003495,FBgn0003495,RI,Cbp20_Fsn,1,0.6282290865,0.044955045,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003495,FBgn0003495,RI
FKH,Cbp20,FBgn0003861;A5:3R:29918731-29918806:29918731-29918826:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003861,FBgn0003861,A5,5_day,1,-0.1492165143,0.0014985015,significant_splicing_events_tf - fkh.csv,1,FBgn0003861,FBgn0003861,A5,Cbp20_Fsn | Cbp20_dlg1 | Fsn,3,0.1229808592 | 0.0926411522 | 0.0957439698,0.0214785215 | 0.0414585415 | 0.022977023,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0003861,FBgn0003861,A5
FKH,Cbp20,FBgn0003896;RI:2L:18859507:18860913-18860977:18861205:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003896,FBgn0003896,RI,14hr,1,1.0,0.0,significant_splicing_events_tf - fkh.csv,1,FBgn0003896,FBgn0003896,RI,Cbp20 | Pak,2,0.3730201236 | 0.3487051027,0.0364635365 | 0.030969031,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0003896,FBgn0003896,RI
FKH,Cbp20,FBgn0003943;AF:3L:3901770-3902527:3902638:3901770-3903004:3903184:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003943,FBgn0003943,AF,5_day,1,0.1358972308,0.001998002,significant_splicing_events_tf - fkh.csv,1,FBgn0003943,FBgn0003943,AF,Cbp20_Fsn | Cbp20_dlg1 | Pak,3,0.2240423785 | 0.2381980174 | 0.2077697463,0.023976024 | 0.0074925075 | 0.008991009,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0003943,FBgn0003943,AF
FKH,Cbp20,FBgn0003969;SE:X:16004086-16004328:16004444-16005622:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0003969,FBgn0003969,SE,12hr | 14hr,2,-0.5441129542 | -0.6832770353,0.022977023 | 0.002997003,significant_splicing_events_tf - fkh.csv,2,FBgn0003969,FBgn0003969,SE,Cbp20,1,0.278154414,0.045954046,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0003969,FBgn0003969,SE
FKH,Cbp20,FBgn0004169;A3:X:13599460-13600070:13599457-13600070:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004169,FBgn0004169,A3,5_day,1,0.2199327538,0.0014985015,significant_splicing_events_tf - fkh.csv,1,FBgn0004169,FBgn0004169,A3,Cbp20_dlg1,1,0.0942086526,0.0464535465,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004169,FBgn0004169,A3
FKH,Cbp20,FBgn0004179;SE:3L:22269920-22270914:22270976-22271558:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004179,FBgn0004179,SE,12hr | 5_day,2,-0.0519843047 | 0.2431267221,0.040959041 | 0.043956044,significant_splicing_events_tf - fkh.csv,2,FBgn0004179,FBgn0004179,SE,Fsn,1,-0.0969383652,0.025974026,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004179,FBgn0004179,SE
FKH,Cbp20,FBgn0004227;AL:X:16365642-16366904:16368526:16365642-16371314:16371547:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004227,FBgn0004227,AL,5_day,1,-0.0702432685,0.04995005,significant_splicing_events_tf - fkh.csv,1,FBgn0004227,FBgn0004227,AL,Cbp20_Fsn | dlg1,2,-0.1957207587 | -0.1310186221,0.0044955045 | 0.0454545455,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0004227,FBgn0004227,AL
FKH,Cbp20,FBgn0004237;AL:3R:13656846:13657125-13658462:13657324:13658297-13658462:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004237,FBgn0004237,AL,14hr,1,-0.2281078738,0.037962038,significant_splicing_events_tf - fkh.csv,1,FBgn0004237,FBgn0004237,AL,dlg1,1,0.2897920033,0.001998002,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004237,FBgn0004237,AL
FKH,Cbp20,FBgn0004244;MX:3L:9162974-9168800:9168867-9170993:9162974-9170638:9170705-9170993:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004244,FBgn0004244,MX,5_day,1,-0.4152704572,0.001998002,significant_splicing_events_tf - fkh.csv,1,FBgn0004244,FBgn0004244,MX,Fsn,1,-0.1339712134,0.042957043,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004244,FBgn0004244,MX
FKH,Cbp20,FBgn0004381;A5:3L:11795698-11795858:11795671-11795858:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004381,FBgn0004381,A5,5_day,1,0.168016329,0.0394605395,significant_splicing_events_tf - fkh.csv,1,FBgn0004381,FBgn0004381,A5,Cbp20_Fsn,1,-0.2519469428,0.034965035,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004381,FBgn0004381,A5
FKH,Cbp20,FBgn0004435;SE:2R:12612851-12613567:12614345-12615907:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004435,FBgn0004435,SE,5_day,1,-0.2535847692,0.044955045,significant_splicing_events_tf - fkh.csv,1,FBgn0004435,FBgn0004435,SE,Cbp20 | Cbp20_Fsn | Cbp20_dlg1,3,0.1702625512 | 0.13619202 | 0.2331787376,0.023976024 | 0.046953047 | 0.013986014,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0004435,FBgn0004435,SE
FKH,Cbp20,FBgn0004587;SE:3R:13663051-13663455:13664934-13665453:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004587,FBgn0004587,SE,5_day,1,-0.0643617085,0.018981019,significant_splicing_events_tf - fkh.csv,1,FBgn0004587,FBgn0004587,SE,Fsn,1,-0.0918992917,0.031968032,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004587,FBgn0004587,SE
FKH,Cbp20,FBgn0004611;AF:2L:305935:306389-317743:310200:310605-317743:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004611,FBgn0004611,AF,5_day,1,0.1062172438,0.038961039,significant_splicing_events_tf - fkh.csv,1,FBgn0004611,FBgn0004611,AF,Fsn,1,0.258317014,0.0234765235,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004611,FBgn0004611,AF
FKH,Cbp20,FBgn0004638;A3:2R:13502091-13502691:13501924-13502691:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004638,FBgn0004638,A3,5_day,1,-0.2105783286,0.0154845155,significant_splicing_events_tf - fkh.csv,1,FBgn0004638,FBgn0004638,A3,Fsn,1,-0.1836419704,0.0434565435,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004638,FBgn0004638,A3
FKH,Cbp20,FBgn0004838;A3:2L:6920861-6922731:6920861-6922735:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004838,FBgn0004838,A3,5_day,1,0.1166441298,0.00999001,significant_splicing_events_tf - fkh.csv,1,FBgn0004838,FBgn0004838,A3,Cbp20_Fsn | Cbp20_dlg1 | Fsn,3,-0.1901186401 | -0.2013886857 | -0.1840756977,0.01998002 | 0.011988012 | 0.00999001,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0004838,FBgn0004838,A3
FKH,Cbp20,FBgn0004855;A3:3R:14309122-14309178:14309122-14309185:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004855,FBgn0004855,A3,12hr,1,0.3622668853,0.03996004,significant_splicing_events_tf - fkh.csv,1,FBgn0004855,FBgn0004855,A3,Cbp20_dlg1 | Fsn,2,-0.4637228186 | 0.2485700832,0.0024975025 | 0.027972028,significant_splicing_events_rbp - Cbp20.csv,2,FBgn0004855,FBgn0004855,A3
FKH,Cbp20,FBgn0004860;AF:X:2121624-2121687:2121792:2121624-2122982:2123286:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004860,FBgn0004860,AF,14hr,1,-0.6239616229,0.025974026,significant_splicing_events_tf - fkh.csv,1,FBgn0004860,FBgn0004860,AF,Fsn,1,0.4588390533,0.046953047,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0004860,FBgn0004860,AF
FKH,Cbp20,FBgn0004867;A5:2L:9897131-9897212:9897131-9897473:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0004867,FBgn0004867,A5,5_day,1,0.1191947892,0.003996004,significant_splicing_events_tf - fkh.csv,1,FBgn0004867,FBgn0004867,A5,Cbp20_dlg1 | Fsn | Pak,3,-0.1050311496 | -0.0862408 | -0.1080240629,0.025974026 | 0.045954046 | 0.0134865135,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0004867,FBgn0004867,A5
FKH,Cbp20,FBgn0005198;A3:3L:20135620-20135678:20135620-20135687:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005198,FBgn0005198,A3,5_day,1,0.3091021557,0.0284715285,significant_splicing_events_tf - fkh.csv,1,FBgn0005198,FBgn0005198,A3,Cbp20_Fsn,1,-0.3512266711,0.0324675325,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005198,FBgn0005198,A3
FKH,Cbp20,FBgn0005411;AF:X:16358206-16358408:16358453:16358206-16358811:16359039:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005411,FBgn0005411,AF,5_day,1,-0.269246566,0.0024975025,significant_splicing_events_tf - fkh.csv,1,FBgn0005411,FBgn0005411,AF,dlg1,1,0.2612746858,0.0283050283,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005411,FBgn0005411,AF
FKH,Cbp20,FBgn0005558;AF:4:697689:697883-710917:707429:707671-710917:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005558,FBgn0005558,AF,5_day,1,0.3579496372,0.0284715285,significant_splicing_events_tf - fkh.csv,1,FBgn0005558,FBgn0005558,AF,Cbp20_dlg1,1,-0.492091824,0.0484515485,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005558,FBgn0005558,AF
FKH,Cbp20,FBgn0005558;AF:4:704651:705273-710917:707429:707671-710917:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005558,FBgn0005558,AF,5_day,1,0.364884903,0.0284715285,significant_splicing_events_tf - fkh.csv,1,FBgn0005558,FBgn0005558,AF,Cbp20_dlg1,1,-0.7289596205,0.03996004,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005558,FBgn0005558,AF
FKH,Cbp20,FBgn0005614;A5:2R:9753852-9755614:9753839-9755614:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005614,FBgn0005614,A5,5_day,1,0.1877208315,0.0014985015,significant_splicing_events_tf - fkh.csv,1,FBgn0005614,FBgn0005614,A5,Fsn,1,-0.1332451481,0.038961039,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005614,FBgn0005614,A5
FKH,Cbp20,FBgn0005614;A5:2R:9753977-9755614:9753839-9755614:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005614,FBgn0005614,A5,5_day,1,0.2220186724,0.0022477522,significant_splicing_events_tf - fkh.csv,1,FBgn0005614,FBgn0005614,A5,Fsn,1,-0.1062569086,0.038961039,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005614,FBgn0005614,A5
FKH,Cbp20,FBgn0005672;SE:2L:19569226-19571572:19571767-19572500:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0005672,FBgn0005672,SE,5_day,1,0.2455794602,0.047952048,significant_splicing_events_tf - fkh.csv,1,FBgn0005672,FBgn0005672,SE,dlg1,1,-0.2923752231,0.025974026,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0005672,FBgn0005672,SE
FKH,Cbp20,FBgn0010015;SE:3R:31043470-31043718:31043795-31044055:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0010015,FBgn0010015,SE,5_day,1,0.2305851887,0.034965035,significant_splicing_events_tf - fkh.csv,1,FBgn0010015,FBgn0010015,SE,Pak,1,-0.37778388,0.045954046,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0010015,FBgn0010015,SE
FKH,Cbp20,FBgn0010198;A5:X:13337539-13337607:13337539-13337611:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0010198,FBgn0010198,A5,5_day,1,-0.1136142543,0.008991009,significant_splicing_events_tf - fkh.csv,1,FBgn0010198,FBgn0010198,A5,Cbp20_Fsn | Cbp20_dlg1 | Fsn | dlg1,4,0.1484681747 | 0.1951398604 | 0.1879394197 | 0.1655760019,0.0224775225 | 0.026973027 | 0.011988012 | 0.0104895105,significant_splicing_events_rbp - Cbp20.csv,4,FBgn0010198,FBgn0010198,A5
FKH,Cbp20,FBgn0010198;RI:X:13337505:13337539-13337607:13337638:-,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0010198,FBgn0010198,RI,5_day,1,0.2939729654,0.0014985015,significant_splicing_events_tf - fkh.csv,1,FBgn0010198,FBgn0010198,RI,Cbp20,1,0.1767763192,0.027972028,significant_splicing_events_rbp - Cbp20.csv,1,FBgn0010198,FBgn0010198,RI
FKH,Cbp20,FBgn0010225;A3:3R:4235324-4236553:4235324-4236582:+,469,0.16584158415841585,2174,1123,21.57313707451702,41.76313446126447,FBgn0010225,FBgn0010225,A3,12hr | 5_day,2,0.1101195551 | 0.3333333333,0.010989011 | 0.0334665335,significant_splicing_events_tf - fkh.csv,2,FBgn0010225,FBgn0010225,A3,Cbp20_dlg1 | Fsn | dlg1,3,-0.1184909476 | -0.2498761067 | -0.0996988898,0.023976024 | 0.0084915085 | 0.044955045,significant_splicing_events_rbp - Cbp20.csv,3,FBgn0010225,FBgn0010225,A3
