event_id,TFs,RBPs,n_TFs,n_RBPs,3d_strict,3d_dPSI,3d_FDR,6d_strict,6d_dPSI,6d_FDR,9d_dPSI,9d_FDR,9d_strict,gene_id,geneSymbol,event_type,strict_age_pattern,n_strict_ages,max_abs_dPSI,plot_label
FBgn0290203;A5:2L:10229955-10231283:10229955-10231539:-,"Dsx, Sox14, Ubx","Elav, Hrb98DE, U2af50, prp19",3,4,True,0.169,2.575340961e-05,False,,,,,False,FBgn0290203,Su(var)2-1,A5,3d,1,0.169,"Su(var)2-1 (A5)  |  3 TF, 4 RBP"
FBgn0024728;SE:4:666932-668420:668574-669130:+,Sox14,"CG1316, U2af50, caz",1,3,True,0.168,0.0008092021965,False,,,,,False,FBgn0024728,Slip1,SE,3d,1,0.168,"Slip1 (SE)  |  1 TF, 3 RBP"
FBgn0004838;A3:2L:6920861-6922731:6920861-6922735:+,FKH,"CG4612, Cbp20, Elav, Nelf-E, U2af50, mod, prp19",1,7,True,0.166,0.02756240867,False,,,,,False,FBgn0004838,Hrb27C,A3,3d,1,0.166,"Hrb27C (A3)  |  1 TF, 7 RBP"
FBgn0039229;A5:3R:24820767-24821097:24818849-24821097:+,Sox14,"Elav, Syp",1,2,True,0.154,1.16927019e-05,False,,,,,False,FBgn0039229,Saf-B,A5,3d,1,0.154,"Saf-B (A5)  |  1 TF, 2 RBP"
FBgn0002783;A3:3R:15969594-15969882:15969402-15969882:-,Ubx,"Syp, prp19",1,2,True,-0.148,0.0002033458464,False,,,,,False,FBgn0002783,mor,A3,3d,1,0.148,"mor (A3)  |  1 TF, 2 RBP"
FBgn0024807;RI:X:21628361:21628709-21629974:21630148:-,"FKH, Ubx","CG1316, METTL3, U2af50, prp19",2,4,True,0.134,0.03143262725,False,-0.102,0.1668545819,,,False,FBgn0024807,DIP1,RI,3d,1,0.134,"DIP1 (RI)  |  2 TF, 4 RBP"
FBgn0053113;SE:2L:4994994-5004172:5004207-5004614:-,Sox14,"Elav, Rbp9, prp19",1,3,True,0.128,0.004417964766,False,,,,,False,FBgn0053113,Rtnl1,SE,3d,1,0.128,"Rtnl1 (SE)  |  1 TF, 3 RBP"
FBgn0024807;SE:X:21628709-21628844:21629792-21629974:-,FKH,NonA,1,1,True,0.124,0.03946775973,False,-0.147,0.2173780797,,,False,FBgn0024807,DIP1,SE,3d,1,0.124,"DIP1 (SE)  |  1 TF, 1 RBP"
FBgn0016930;SE:2L:14222081-14229532:14229536-14233648:-,"CLAMP, vvl","Rbp9, U2af50, caz, eIF4H1",2,4,True,-0.117,0.003109708898,False,,,,,False,FBgn0016930,Dyrk2,SE,3d,1,0.117,"Dyrk2 (SE)  |  2 TF, 4 RBP"
FBgn0261564;SE:2R:22930319-22930389:22931280-22931515:+,vvl,Rbp6,1,1,True,-0.116,0.0363338986,False,,,,,False,FBgn0261564,ReepA,SE,3d,1,0.116,"ReepA (SE)  |  1 TF, 1 RBP"
FBgn0284257;RI:2R:18430737:18430885-18431173:18431357:-,FKH,"Hrb98DE, Set1, Sxl, mod",1,4,True,0.113,0.001426959604,False,,,-0.074,0.03641246079,False,FBgn0284257,Ttd14,RI,3d,1,0.113,"Ttd14 (RI)  |  1 TF, 4 RBP"
FBgn0044020;SE:2R:11678454-11678798:11678893-11679270:-,FKH,"Elav, Rin, Syp",1,3,True,-0.107,0.01664492997,False,,,,,False,FBgn0044020,Roc2,SE,3d,1,0.107,"Roc2 (SE)  |  1 TF, 3 RBP"
FBgn0039229;SE:3R:24818849-24819729:24820767-24821097:+,"CLAMP, Repo","Orb2, Sxl",2,2,True,0.102,3.119725464e-05,False,,,,,False,FBgn0039229,Saf-B,SE,3d,1,0.102,"Saf-B (SE)  |  2 TF, 2 RBP"
FBgn0024277;A5:3L:1034065-1034498:1034065-1034763:-,FKH,prp19,1,1,False,,,True,0.681,2.99634e-10,,,False,FBgn0024277,trio,A5,6d,1,0.681,"trio (A5)  |  1 TF, 1 RBP"
FBgn0035023;SE:2R:24555571-24556284:24557699-24558030:+,Ubx,"Elav, Nelf-E, Rbp9, U2af50, prp19",1,5,False,,,True,-0.633,0.006871466732,,,False,FBgn0035023,ITP,SE,6d,1,0.633,"ITP (SE)  |  1 TF, 5 RBP"
FBgn0026375;SE:X:17644808-17645887:17646012-17646520:-,Sox14,prp19,1,1,False,,,True,0.577,0.007196178897,,,False,FBgn0026375,RhoGAPp190,SE,6d,1,0.577,"RhoGAPp190 (SE)  |  1 TF, 1 RBP"
FBgn0266598;A5:3R:8000872-8000920:8000872-8000926:-,vvl,NonA,1,1,False,,,True,-0.572,0.01988124137,0.415,0.2391341894,False,FBgn0266598,Kmn2,A5,6d,1,0.572,"Kmn2 (A5)  |  1 TF, 1 RBP"
FBgn0035092;SE:2R:25037530-25037702:25037964-25039051:+,vvl,"Cbp20, Elav",1,2,False,,,True,-0.528,0.02065430328,0.507,0.11869876,False,FBgn0035092,Nplp1,SE,6d,1,0.528,"Nplp1 (SE)  |  1 TF, 2 RBP"
FBgn0261822;A5:2L:8088516-8089394:8088453-8089394:+,Ubx,"Elav, U2af50, prp19",1,3,False,,,True,0.491,1.528637179e-06,,,False,FBgn0261822,Bsg,A5,6d,1,0.491,"Bsg (A5)  |  1 TF, 3 RBP"
FBgn0001098;SE:3R:23936645-23936981:23937019-23937423:-,"FKH, Sox14",Imp,2,1,False,,,True,-0.449,0.03934243132,,,False,FBgn0001098,Gdh,SE,6d,1,0.449,"Gdh (SE)  |  2 TF, 1 RBP"
FBgn0051278;A5:3R:10707786-10707847:10707786-10707858:-,BEAF-32,METTL3,1,1,False,,,True,0.429,0.04036979948,,,False,FBgn0051278,CG31278,A5,6d,1,0.429,"CG31278 (A5)  |  1 TF, 1 RBP"
FBgn0051814;A3:2L:13714311-13717021:13714166-13717021:-,Ubx,Elav,1,1,False,,,True,-0.367,0.04832508093,,,False,FBgn0051814,DIP-kappa,A3,6d,1,0.367,"DIP-kappa (A3)  |  1 TF, 1 RBP"
FBgn0011708;RI:2L:16307346:16307389-16307483:16308329:+,"FKH, Ubx","ISWI, METTL3, NonA, Rbp9, Sxl",2,5,False,,,True,0.341,0.0003950276244,0.188,0.1165231377,False,FBgn0011708,Syx5,RI,6d,1,0.341,"Syx5 (RI)  |  2 TF, 5 RBP"
FBgn0030669;A5:X:15700807-15700905:15700807-15700989:-,Sox14,Elav,1,1,False,,,True,-0.333,0.001434184834,,,False,FBgn0030669,CG9240,A5,6d,1,0.333,"CG9240 (A5)  |  1 TF, 1 RBP"
FBgn0041775;A3:3L:12517059-12517416:12517059-12517428:+,"CLAMP, vvl","U2af50, mod",2,2,False,,,True,-0.321,0.01032655154,,,False,FBgn0041775,tral,A3,6d,1,0.321,"tral (A3)  |  2 TF, 2 RBP"
FBgn0051665;SE:2L:1836652-1837173:1837406-1842899:+,"Sox14, Ubx","METTL3, caz",2,2,False,0.205,0.13569778,True,-0.319,0.04425536881,0.2,0.1367392494,False,FBgn0051665,wry,SE,6d,1,0.319,"wry (SE)  |  2 TF, 2 RBP"
FBgn0040395;RI:X:2080610:2080634-2080745:2081659:+,FKH,"Hrb98DE, METTL3",1,2,False,-0.211,0.1102818589,True,-0.287,0.003537047139,0.169,0.1440169941,False,FBgn0040395,Unc-76,RI,6d,1,0.287,"Unc-76 (RI)  |  1 TF, 2 RBP"
FBgn0053517;A5:X:20007764-20008830:20007764-20008854:-,Sox14,"Rbp9, caz, prp19",1,3,False,,,True,0.261,0.0001759320535,,,False,FBgn0053517,Dop2R,A5,6d,1,0.261,"Dop2R (A5)  |  1 TF, 3 RBP"
FBgn0051363;A3:3R:11604283-11604586:11604239-11604586:-,"FKH, Repo, Sox14, Ubx","Elav, caz, prp19",4,3,False,,,True,-0.251,0.01032655154,-0.159,0.1482729664,False,FBgn0051363,Jupiter,A3,6d,1,0.251,"Jupiter (A3)  |  4 TF, 3 RBP"
FBgn0003660;A3:2R:10251213-10251928:10251144-10251928:-,Sox14,"Elav, U2af50, prp19",1,3,False,,,True,0.218,0.02147963038,0.038,0.05661523882,False,FBgn0003660,Syb,A3,6d,1,0.218,"Syb (A3)  |  1 TF, 3 RBP"
FBgn0010328;A3:3R:27261943-27262116:27261940-27262116:-,"FKH, Ubx",Elav,2,1,False,,,True,0.171,0.03568118362,,,False,FBgn0010328,woc,A3,6d,1,0.171,"woc (A3)  |  2 TF, 1 RBP"
FBgn0037299;A5:3R:5226995-5227324:5226978-5227324:+,"FKH, Sox14","CG1316, mod",2,2,False,,,True,0.16,0.0001132363816,,,False,FBgn0037299,Vps37B,A5,6d,1,0.16,"Vps37B (A5)  |  2 TF, 2 RBP"
FBgn0043070;SE:2R:21502479-21507295:21507722-21510118:+,"FKH, Ubx",Elav,2,1,False,-0.007,0.300594695,True,-0.146,0.009819162249,,,False,FBgn0043070,MESK2,SE,6d,1,0.146,"MESK2 (SE)  |  2 TF, 1 RBP"
FBgn0053516;A5:2L:2095172-2109726:2095172-2109819:-,FKH,"TBPH, caz",1,2,False,,,True,0.145,0.006010353472,,,False,FBgn0053516,dpr3,A5,6d,1,0.145,"dpr3 (A5)  |  1 TF, 2 RBP"
FBgn0035533;A3:3L:4325410-4326984:4325383-4326984:-,Ubx,CG1316,1,1,False,,,True,0.138,0.03474347662,,,False,FBgn0035533,Cip4,A3,6d,1,0.138,"Cip4 (A3)  |  1 TF, 1 RBP"
FBgn0004838;SE:2L:6920861-6922735:6922826-6923784:+,Ubx,"Elav, U2af50",1,2,False,,,True,-0.133,0.04398107622,,,False,FBgn0004838,Hrb27C,SE,6d,1,0.133,"Hrb27C (SE)  |  1 TF, 2 RBP"
FBgn0000108;A3:X:571000-571131:571000-571134:+,CLAMP,Cbp20,1,1,False,-0.155,0.2215306149,True,-0.113,0.02643110418,,,False,FBgn0000108,Appl,A3,6d,1,0.113,"Appl (A3)  |  1 TF, 1 RBP"
FBgn0003638;RI:X:1040987:1042432-1043213:1043421:+,Ubx,"Hrb98DE, U2af50",1,2,False,,,True,0.102,0.01121393058,0.125,0.2189980215,False,FBgn0003638,su(w[a]),RI,6d,1,0.102,"su(w[a]) (RI)  |  1 TF, 2 RBP"
FBgn0000116;SE:3L:9050359-9061907:9062467-9064464:-,"FKH, Repo","ISWI, METTL3, Rbp9",2,3,False,,,False,,,0.667,5.844402033e-07,True,FBgn0000116,Argk1,SE,9d,1,0.667,"Argk1 (SE)  |  2 TF, 3 RBP"
FBgn0028325;A3:X:4702591-4702692:4702591-4702824:+,"FKH, Ubx","ISWI, Rbp9",2,2,False,,,False,,,0.526,0.01504618151,True,FBgn0028325,Pdha1,A3,9d,1,0.526,"Pdha1 (A3)  |  2 TF, 2 RBP"
FBgn0032388;SE:2L:11987387-11987472:11987494-11987696:-,BEAF-32,"CG4612, METTL3, prp19",1,3,False,,,False,,,0.333,0.002868906624,True,FBgn0032388,CG6686,SE,9d,1,0.333,"CG6686 (SE)  |  1 TF, 3 RBP"
FBgn0038143;SE:3R:13377661-13377890:13378285-13378402:-,FKH,"Fmr1, Hrb87F, Hrb98DE, METTL3, Set1, Sxl, Syp, caz",1,8,False,,,False,,,-0.318,0.02424508876,True,FBgn0038143,CG9813,SE,9d,1,0.318,"CG9813 (SE)  |  1 TF, 8 RBP"
FBgn0038143;SE:3R:13377661-13377890:13378318-13378402:-,FKH,"Fmr1, Hrb98DE, Nelf-E, Set1, Sxl, Syp, caz, mod",1,8,False,,,False,,,-0.305,0.02341722256,True,FBgn0038143,CG9813,SE,9d,1,0.305,"CG9813 (SE) #2  |  1 TF, 8 RBP"
FBgn0030412;A3:X:12631813-12633913:12631813-12633918:+,FKH,Cbp20,1,1,False,,,False,-0.525,0.09422848152,0.302,0.02169000596,True,FBgn0030412,Tomosyn,A3,9d,1,0.302,"Tomosyn (A3)  |  1 TF, 1 RBP"
FBgn0024807;RI:X:21628361:21628754-21629974:21630148:-,"Sox14, Ubx","CG1316, U2af50",2,2,False,0.085,0.2107353163,False,,,0.271,0.0156621365,True,FBgn0024807,DIP1,RI,9d,1,0.271,"DIP1 (RI) #2  |  2 TF, 2 RBP"
FBgn0024807;SE:X:21628754-21628848:21629792-21629974:-,"FKH, Ubx","Elav, METTL3, Nelf-E, Syp, prp19",2,5,False,0.083,0.2682027004,False,,,0.237,0.01642187171,True,FBgn0024807,DIP1,SE,9d,1,0.237,"DIP1 (SE) #2  |  2 TF, 5 RBP"
FBgn0261794;SE:2R:23923029-23924002:23924094-23924416:+,"Sox14, Ubx",Elav,2,1,False,,,False,,,0.235,0.001948027032,True,FBgn0261794,kcc,SE,9d,1,0.235,"kcc (SE)  |  2 TF, 1 RBP"
FBgn0035715;SE:3L:6754493-6754745:6754807-6755420:-,FKH,"Cbp20, Rbp6, Syp",1,3,False,,,False,-0.639,0.2347856272,-0.234,0.02209322965,True,FBgn0035715,Ist1,SE,9d,1,0.234,"Ist1 (SE)  |  1 TF, 3 RBP"
FBgn0024807;SE:X:21628754-21628920:21629792-21629974:-,"FKH, Ubx",Cbp20,2,1,False,0.098,0.3043821832,False,,,0.233,0.01688969118,True,FBgn0024807,DIP1,SE,9d,1,0.233,"DIP1 (SE) #3  |  2 TF, 1 RBP"
FBgn0024807;SE:X:21628754-21628844:21629792-21629974:-,"CLAMP, FKH, Ubx","Cbp20, Elav, METTL3, Syp, prp19",3,5,False,0.089,0.2774854232,False,,,0.232,0.01688969118,True,FBgn0024807,DIP1,SE,9d,1,0.232,"DIP1 (SE) #4  |  3 TF, 5 RBP"
FBgn0039581;A3:3R:28341459-28341627:28341459-28342185:+,"FKH, Sox14","Cbp20, mod",2,2,False,,,False,-0.052,0.3572667621,-0.215,0.0004742519901,True,FBgn0039581,Moca-cyp,A3,9d,1,0.215,"Moca-cyp (A3)  |  2 TF, 2 RBP"
FBgn0047135;RI:3L:3198752:3198866-3198993:3199047:-,FKH,"Cbp20, Rbp9, U2af50, prp19",1,4,False,,,False,,,-0.192,0.03641246079,True,FBgn0047135,CG32276,RI,9d,1,0.192,"CG32276 (RI)  |  1 TF, 4 RBP"
FBgn0052423;A3:3L:5162631-5162967:5162610-5162967:-,"Repo, Ubx","Elav, U2af50, prp19",2,3,False,,,False,0.093,0.0002866301263,-0.161,0.01699197463,True,FBgn0052423,shep,A3,9d,1,0.161,"shep (A3) #2  |  2 TF, 3 RBP"
FBgn0034789;SE:2R:22880042-22880133:22880218-22880478:+,"Sox14, vvl",NonA,2,1,False,,,False,,,-0.149,0.03170618988,True,FBgn0034789,PIP5K59B,SE,9d,1,0.149,"PIP5K59B (SE)  |  2 TF, 1 RBP"
FBgn0035542;A5:3L:4419262-4419429:4419172-4419429:+,CLAMP,Elav,1,1,False,,,False,,,-0.142,0.03002731576,True,FBgn0035542,TP53INP,A5,9d,1,0.142,"TP53INP (A5)  |  1 TF, 1 RBP"
FBgn0040375;A3:X:2584602-2584667:2584548-2584667:-,"Dsx, FKH",Cbp20,2,1,False,,,False,,,0.129,0.04842499689,True,FBgn0040375,CG13760,A3,9d,1,0.129,"CG13760 (A3)  |  2 TF, 1 RBP"
FBgn0039602;A5:3R:28820517-28820572:28820505-28820572:+,FKH,"Cbp20, Orb2",1,2,False,-0.166,0.1385455293,False,,,0.111,0.002827494312,True,FBgn0039602,CG1647,A5,9d,1,0.111,"CG1647 (A5)  |  1 TF, 2 RBP"
FBgn0027330;A5:X:8716946-8717083:8716946-8717087:-,FKH,U2af50,1,1,False,,,False,,,-0.102,0.01599697318,True,FBgn0027330,l(1)G0020,A5,9d,1,0.102,"l(1)G0020 (A5)  |  1 TF, 1 RBP"
